año,mes,dia,Pais,mar,horario,OperadOR,ac_type,registration,summary,all_aboard,cantidad de fallecidos,ground,total_muertes,Marca,Registracion
2001,June,Friday,Indonesia,terrestre,Diurno,Manunggal Air,Transall C-160NG,PK-VTP,"The aircraft returned to Sentani Airport after experiencing engine trouble, skidded off the runway and struck a fence.",19,1,0,1,Transall,Con Registracion
2001,July,Wednesday,Russia,terrestre,Nocturno,Vladivostokavia,Tupolev TU-154M,RA-85845,"The plane crashed and exploded in flames in Siberian woodlands near the village of Burdakovka, about 21 miles from Irkutsk. The aircraft crashed during the third turn in a landing approach to Irkutsk, an intermediate stop for refueling. The first officer was flying the plane, when at 2,600 ft., an audible alarm sounded indicating a wide angle of attack. Eleven seconds later the aircraft swung around 180 degrees and entered a flat spin. The captain ordered the engines at full throttle but it was too late and 22 seconds later the plane hit the ground, belly first, broke up and burned. Incorrect actions of the crew. Due to poor communication between pilots, they put in the wrong parameters while landing causing the plane to descend at the wrong angle. As a result, the plane stalled and entered a spin and crashed.",145,145,0,145,Tupolev,Con Registracion
2001,July,Thursday,South Korea,terrestre,Diurno,Private  - Daewoo Shipbuilding,Sikorsky S-76B helicopter,HL9240,"After several delays in taking off, the helicopter crashed into the sea, just off shore, after striking a electric transmission tower. The accident took place in heavy monsoon rains, poor visibility and high winds. The pilot stated he lost control of the helicopter when it was hit by a sudden gust of wind.",12,8,0,8,Sikorsky,Con Registracion
2001,July,Thursday,Venezuela,terrestre,Diurno,Private - Overtec Company,Antonov AN-28 PZL-Mielec M-28 Sky Truck,YV-117CP,The aircraft crashed and burned moments after taking off from General Bartholomew Salóm Airport during a National Guard demonstration. The right engine appeared to have failed at a critical stage in the takeoff. There were 8 civilians and 5 military personnel board.,13,13,0,13,Antonov,Con Registracion
2001,July,Saturday,Russia,terrestre,Diurno,Russ Air Transport Company,Ilyushin IL-76,RA-76588,"The cargo plane was taking off from Chkalovsky Airport with a load of construction material and cosmetics. After reaching a height of 150 feet, the plane the crashed and burned 1,600 feet past the end of the runway.  The plane was overloaded by 15 tones.",10,10,0,10,Ilyushin,Con Registracion
2001,August,Sunday,Iceland,terrestre,Nocturno,Naske Air,Dassault Falcon 20C,D-CBNA,The cargo plane crashed into a hill and broke up. Crew did not follow standard operating procedures. Crew fatigue.,3,3,0,3,Dassault,Con Registracion
2001,August,Friday,United States,terrestre,Sin Dato,Papillon Grand Canyon Helicopters of Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,N169PA,"The sightseeing helicopter crashed and burned about 3,700 feet up the 5,600-foot Grand Wash Cliffs just outside the boundaries of Grand Canyon National Park. The aircraft was returning to McCarran International Airport where it had originated. Besides the pilot, all victims, including the one survivor, were members of the same family. The pilot's decision to maneuver the helicopter in a flight regime and in a high density altitude environment which significantly decreased the helicopter's performance capabilities, resulting in a high rate of descent from which recovery was not possible. Factors contributing to the accident were high density altitude and the pilot's decision to maneuver the helicopter in proximity to precipitous terrain, which effectively limited remedial options available.",7,6,0,6,Aerospatiale,Con Registracion
2001,August,Thursday,Democratic Republic Congo,terrestre,Sin Dato,Victoria Airlines,Antonov 28,3C-LLA,After an engine failed the crew declared an emergency and elected to divert to Bukavu but crashed 10 km short of the airport.,11,4,0,4,Antonov,Con Registracion
2001,August,Friday,United States,terrestre,Nocturno,Ameristar Jet Charter,Learjet 25,N153TW,"Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night.",2,2,0,2,Learjet,Con Registracion
2001,August,Friday,Azores,terrestre,Diurno,Air Transat,Airbus A-330-243,C-GITS,"The crew reported that they had a loss of fuel and were going to have to divert to Lajes AFB. Shortly thereafter, they said that they only had five minutes of fuel and probably would not reach Lajes. The Airbus 330, without engine power, glided for almost 20 minutes, descending from for more than 30,000 ft. before landing safely at Lajes Airport. Several tires blew out causing a fire which was quickly extinguished by emergency crews.  Eleven passengers were slightly injured. The leak was caused by a damaged fuel feed pipe that was caused by interference from the aft hydraulic pump. Mechanics did not completely follow a Rolls-Royce service bulletin. In addition, software mistakenly identified the  fuel leak as a fuel imbalance, prompting the crew to respond erroneously to the situation. The official report stated the cause was the pilots responded incorrectly to the fuel leak.  The pilots acted from memory rather than utilizing a checklist, so they never saw a ""Caution"" note in the Fuel Imbalance checklist that might have caused them to consider that the real problem was not an imbalance but a fuel leak.",304,0,0,0,Airbus,Con Registracion
2001,August,Wednesday,Spain,terrestre,Sin Dato,Binter Mediterráneo,CASA  CN-235-200,EC-FBC,"The aircraft crash-landed on a highway near Ruiz Picasso Airport in Málaga. While on final approach, the pilot reported failure of the plane's left engine forcing the crew to make an emergency landing.  The plane crashed 1,300 ft. short of the runway. The pilot later died of his injuries.",47,4,0,4,CASA,Con Registracion
2001,September,Tuesday,Virginia.,terrestre,Diurno,American Airlines,Boeing B-757-223,N644AA,The aircraft was hijacked after taking off from Dulles International Airport. The hijackers took control of the aircraft and deliberately crashed it into the Pentagon. It was one of four planes that were hijacked the same day.,64,64,125,189,Boeing,Con Registracion
2001,September,Tuesday,United States,terrestre,Diurno,American Airlines,Boeing 767-223ER,N334AA,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the north tower of the World Trade Center between the 94th and 99th floors at approximately 450 mph.  After 102 minutes, the building collapsed. It was one of four planes that were hijacked the same day.",92,92,2750,2842,Boeing,Con Registracion
2001,September,Tuesday,United States,terrestre,Diurno,United Air Lines,Boeing B-767-222,N612UA,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the south tower of the World Trade Center between the 78th and 84th floors at approximately 550 mph. After 56 minutes, the building collapsed. It was one of four planes that were hijacked the same day.",65,65,2750,2815,Boeing,Con Registracion
2001,September,Tuesday,United States,terrestre,Diurno,United Air Lines,Boeing B-757-222,N591UA,The aircraft was hijacked after taking off from Newark International Airport. The hijackers took control of the aircraft and turned the plane towards Washington D.C.  A struggle ensued between the passengers and hijackers after which the plane crashed at a high rate of speed into a field in the Pennsylvania countryside. It was one of four planes that were hijacked the same day.,44,44,0,44,Boeing,Con Registracion
2001,September,Wednesday,Mexico,terrestre,Diurno,Aero Ferinco Charter,LET 410UVP,XA-ACM,"The aircraft crashed 4.4 miles from Kura Airport shortly after a normal takeoff. The plane was flying at about 1,500 feet when it began turning onto a course requested by the air traffic controller. It did not stop turning and suddenly plunged to the ground.",19,19,0,19,LET,Con Registracion
2001,September,Saturday,Brazil,terrestre,Sin Dato,TAM (Brazil),Fokker 100,PT-MRN,"While the aircraft was over Belo Horizonte, the cabin depressurized, causing the death of one passenger. The aircraft made an emergency landing at Cofins. Three of the other 77 passengers aboard suffered minor injuries. Pressurization was lost at an altitude of  33,000 feet when the right engine disintegrated, causing pieces of the engine to break two cabin windows.",82,1,0,1,Fokker,Con Registracion
2001,September,Tuesday,Guatemala,terrestre,Diurno,Atlantic Airlines,LET 410UVP-E,TG-CPE,The aircraft was taking off from Guatemala's Aurora Airport when it lost power in one of it's engines and crashed to the ground.,13,9,0,9,LET,Con Registracion
2001,October,Thursday,Russia,terrestre,Diurno,Sibir Airlines,Tupolev Tu-154M,RA-85693,"The aircraft exploded in mid-air at 36,000 ft. while  en route over the Black Sea. The plane then nose-dived crashing into the water. The airliner was brought down accidentally by a Ukrainian surface-to-air missile, fired during military exercises.",78,78,0,78,Tupolev,Con Registracion
2001,October,Monday,Canada,terrestre,Diurno,Air Saint Maurice Inc.,de Havilland DHC-2 Mk 1 Beaver,C-GPUO,The seaplane crashed into Mollet Lake while attempting to land. The seaplane stalled at an altitude that did not allow the pilot time to recover from the stall. The stall occurred in circumstances conducive to illusions created by drift.,7,3,0,3,de,Con Registracion
